Kernel name,Computation duration (us),Global size,Local size,multiply_block_size,dram__throughput.avg.pct_of_peak_sustained_elapsed,dram__sectors_read.sum,dram__sectors_write.sum,lts__t_sectors.avg.pct_of_peak_sustained_elapsed,lts__t_sectors_op_read.sum,lts__t_sectors_op_write.sum,l1tex__t_requests_pipe_lsu_mem_global_op_ld.avg.pct_of_peak_sustained_active,l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum,l1tex__t_sectors_pipe_lsu_mem_local_op_ld.sum,l1tex__t_sectors_pipe_lsu_mem_local_op_st.sum,sm__warps_active.avg.pct_of_peak_sustained_active,smsp__cycles_active.avg.pct_of_peak_sustained_elapsed,smsp__sass_thread_inst_executed_op_fp16_pred_on.sum,smsp__sass_thread_inst_executed_op_fp32_pred_on.sum,smsp__sass_thread_inst_executed_op_fp64_pred_on.sum,smsp__sass_thread_inst_executed_op_integer_pred_on.sum,smsp__sass_thread_inst_executed_op_control_pred_on.sum,smsp__sass_thread_inst_executed_op_memory_pred_on.sum,smsp__sass_thread_inst_executed_op_misc_pred_on.sum,smsp__sass_thread_inst_executed_op_conversion_pred_on.sum,smsp__inst_executed.sum,smsp__inst_executed_pipe_fp16.sum,smsp__pipe_fma_cycles_active.avg.pct_of_peak_sustained_active,smsp__inst_executed_pipe_fp64.avg.pct_of_peak_sustained_active,smsp__inst_executed_pipe_xu.avg.pct_of_peak_sustained_active,smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active,smsp__inst_executed_pipe_tex.avg.pct_of_peak_sustained_active,smsp__issue_active.avg.pct_of_peak_sustained_active,smsp__thread_inst_executed_per_inst_executed.ratio,smsp__thread_inst_executed_per_inst_executed.pct,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
vectorAddition_kernel,77.408,1048576,32,32,52.2868,262299,93619,21.2578,262524,131552,2.87262,65536,1.10035,0,0,0,0,33.6863,70.1734,0,2.09715e+06,0,4.1943e+06,1.04858e+06,3.14573e+06,4.1943e+06,0,458752,0,4.70414,0,0,3.13609,0,5.50569,32,100,1024,0,0,0,12
vectorAddition_kernel,63.52,1048576,64,64,76.8477,262231,83227,32.2067,262307,131255,3.61889,65536,1.66908,0,0,0,0,79.8529,92.3129,0,2.09715e+06,0,4.1943e+06,1.04858e+06,3.14573e+06,4.1943e+06,0,458752,0,5.42421,0,0,3.61614,0,6.36853,32,100,1024,0,0,0,12
vectorAddition_kernel,38.336,1048576,128,128,76.3031,262231,79216,32.2935,262313,131164,3.72509,65536,1.67411,0,0,0,0,83.8436,91.8749,0,2.09715e+06,0,4.1943e+06,1.04858e+06,3.14573e+06,4.1943e+06,0,458752,0,5.46648,0,0,3.64432,0,6.45206,32,100,1024,0,0,0,12
vectorAddition_kernel,37.088,1048576,256,256,78.1397,262223,83442,32.6971,262372,131356,3.66566,65536,1.69379,0,0,0,0,84.6949,91.9584,0,2.09715e+06,0,4.1943e+06,1.04858e+06,3.14573e+06,4.1943e+06,0,458752,0,5.52573,0,0,3.68382,0,6.56576,32,100,1024,0,0,0,12
